similarity_metric,collection,model,top_k,accuracy
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7410941475826972
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7614503816793893
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.787531806615776
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.8053435114503816
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8174300254452926
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8320610687022901
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8575063613231552
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8702290076335878
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.4541984732824427
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.4707379134860051
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5139949109414759
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5356234096692112
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.8155216284987278
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8301526717557252
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8517811704834606
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8702290076335878
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.573791348600509
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.5922391857506362
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6164122137404581
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.6399491094147582
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7340966921119593
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7519083969465649
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7709923664122137
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.7951653944020356
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.4720101781170484
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.4847328244274809
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5216284987277354
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5407124681933843
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8142493638676844
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8307888040712468
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.851145038167939
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8676844783715013
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.8187022900763359
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8288804071246819
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8466921119592875
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8600508905852418
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7296437659033079
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7474554707379135
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7697201017811705
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.7938931297709924
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.5903307888040712
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.6075063613231552
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6380407124681934
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.6615776081424937
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.45038167938931295
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.4675572519083969
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.4993638676844784
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5229007633587787
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.823791348600509
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8454198473282443
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8632315521628499
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8740458015267175
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7296437659033079
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7493638676844784
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7748091603053435
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.7900763358778626
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.8136132315521628
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8225190839694656
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8416030534351145
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8600508905852418
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.4681933842239186
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.4872773536895674
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5216284987277354
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5426208651399491
euclidean,CUHK_PDNA,PDNA,25,0.4198473282442748
euclidean,CUHK_PDNA,PDNA,30,0.4402035623409669
euclidean,CUHK_PDNA,PDNA,40,0.4720101781170484
euclidean,CUHK_PDNA,PDNA,50,0.49872773536895676
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.5776081424936387
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.5954198473282443
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6278625954198473
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.648854961832061
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8206106870229007
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8384223918575063
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8568702290076335
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8683206106870229
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7353689567430025
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7538167938931297
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7792620865139949
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.7989821882951654
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.8136132315521628
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8288804071246819
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8479643765903307
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8638676844783715
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.45165394402035625
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.47264631043257
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5063613231552163
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5324427480916031
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.583969465648855
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.6055979643765903
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6342239185750637
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.655852417302799
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8295165394402035
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8409669211195929
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8606870229007634
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8727735368956743
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.739821882951654
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7538167938931297
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7754452926208651
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.7977099236641222
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.4631043256997455
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.48409669211195927
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5254452926208651
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5451653944020356
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.816793893129771
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8295165394402035
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8479643765903307
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8651399491094147
euclidean,CUHK_PDNA,PDNA,25,0.4287531806615776
euclidean,CUHK_PDNA,PDNA,30,0.4491094147582697
euclidean,CUHK_PDNA,PDNA,40,0.477735368956743
euclidean,CUHK_PDNA,PDNA,50,0.5089058524173028
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.5731552162849872
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.5896946564885496
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6138676844783715
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.6393129770992366
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8174300254452926
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8352417302798982
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8619592875318066
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8746819338422391
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7302798982188295
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7531806615776081
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7798982188295165
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.8034351145038168
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.47010178117048346
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.4872773536895674
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5235368956743003
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.5451653944020356
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.8352417302798982
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8479643765903307
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8606870229007634
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8740458015267175
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8199745547073791
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.8352417302798982
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8562340966921119
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8695928753180662
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.5858778625954199
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.611323155216285
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6393129770992366
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.6641221374045801
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7385496183206107
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,30,0.7620865139949109
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,40,0.7830788804071247
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,50,0.8015267175572519
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.811704834605598
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8256997455470738
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8403307888040712
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8555979643765903
euclidean,CUHK_PDNA,PDNA,25,0.4510178117048346
euclidean,CUHK_PDNA,PDNA,30,0.4720101781170484
euclidean,CUHK_PDNA,PDNA,40,0.5038167938931297
euclidean,CUHK_PDNA,PDNA,50,0.5318066157760815
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.5706106870229007
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.5954198473282443
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6246819338422391
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.6494910941475827
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,25,0.8072519083969466
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,30,0.8276081424936387
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,40,0.8428753180661578
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,50,0.8581424936386769
euclidean,CUHK_PDNA,PDNA,25,0.4198473282442748
euclidean,CUHK_PDNA,PDNA,30,0.4389312977099237
euclidean,CUHK_PDNA,PDNA,40,0.46946564885496184
euclidean,CUHK_PDNA,PDNA,50,0.49681933842239184
euclidean,CUHK_PDNA,PDNA,25,0.44147582697201015
euclidean,CUHK_PDNA,PDNA,30,0.45610687022900764
euclidean,CUHK_PDNA,PDNA,40,0.49236641221374045
euclidean,CUHK_PDNA,PDNA,50,0.5178117048346056
euclidean,CUHK_PDNA,PDNA,25,0.43765903307888043
euclidean,CUHK_PDNA,PDNA,30,0.4573791348600509
euclidean,CUHK_PDNA,PDNA,40,0.49363867684478374
euclidean,CUHK_PDNA,PDNA,50,0.5184478371501272
euclidean,CUHK_PDNA,PDNA,25,0.44974554707379133
euclidean,CUHK_PDNA,PDNA,30,0.4675572519083969
euclidean,CUHK_PDNA,PDNA,40,0.5012722646310432
euclidean,CUHK_PDNA,PDNA,50,0.5241730279898219
euclidean,CUHK_PDNA,PDNA,25,0.42366412213740456
euclidean,CUHK_PDNA,PDNA,30,0.4440203562340967
euclidean,CUHK_PDNA,PDNA,40,0.47837150127226463
euclidean,CUHK_PDNA,PDNA,50,0.5031806615776081
euclidean,CUHK_PDNA,PDNA,25,0.44083969465648853
euclidean,CUHK_PDNA,PDNA,30,0.4624681933842239
euclidean,CUHK_PDNA,PDNA,40,0.4860050890585242
euclidean,CUHK_PDNA,PDNA,50,0.5133587786259542
euclidean,CUHK_PDNA,PDNA,25,0.4580152671755725
euclidean,CUHK_PDNA,PDNA,30,0.47455470737913485
euclidean,CUHK_PDNA,PDNA,40,0.5012722646310432
euclidean,CUHK_PDNA,PDNA,50,0.5260814249363868
